0.07195490000000015,left
0.5135071000000004,left
1.0280229000000007,left
1.4621476000000007,up
1.6610971,up
1.9276296999999998,right
2.3582908,left
2.7435347000000005,up
3.2279730000000013,right
3.426084000000002,right
3.659697200000001,left
4.093192300000001,left
4.493133200000002,left
4.959184100000001,up
5.1255671000000005,up
5.394097500000002,right
5.825563000000002,left
6.208953600000002,up
6.610026200000001,right
6.843549300000002,right
7.059412900000001,left
7.560434100000001,left
7.974881100000002,left
8.4084729,up
8.627167800000002,up
8.842406,right
9.274528,right
9.6753815,right
10.089461500000002,left
10.292518000000001,left
10.5435354,up
10.993483599999998,up
11.458194499999998,up
11.8589372,right
12.110101499999999,right
12.310042699999997,right
12.727796199999997,left
13.1748698,left
13.609288499999998,up
14.0247423,right
14.923074699999997,left
15.772054899999997,up
16.6052516,right
17.0408382,left
17.523994199999997,right
18.3717288,up
19.2049897,left
20.1059065,up
20.540894199999997,right
20.9904014,left
21.854773299999998,up
22.721730199999996,right
23.6215646,up
24.0417848,left
24.474356299999997,right
25.3208414,up
26.187310599999996,left
27.107106299999998,up
27.490317599999997,right
27.907368999999996,left
28.804695299999995,up
29.724041499999995,right
30.12260519999999,left
30.540071299999997,up
31.454197599999997,right
32.303219,left
33.2565071,up
33.657036399999996,right
34.057054,left
34.9366953,right
35.7704008,left
36.7076821,up
37.108224799999995,left
37.5054958,right
38.3525518,left
39.235843599999995,right
40.1200482,up
40.589902699999996,left
41.006513399999996,right
41.438638999999995,up
41.9061325,left
42.2880487,right
42.7203148,left
43.1879986,right
43.638023399999994,up
44.054074099999994,left
44.521551499999994,up
44.9548311,left
45.35109619999999,right
45.7880538,left
46.201484799999996,right
46.671977999999996,left
47.1188976,up
47.519864999999996,right
47.93539079999999,up
48.355759899999995,right
48.8009826,left
49.2541065,right
49.7191054,left
50.13680479999999,right
50.6376395,up
51.0362416,left
51.4867565,up
51.872478799999996,left
52.284129699999994,right
52.718143899999994,left
53.1676643,right
53.5700097,left
54.0364654,right
54.504130499999995,left
54.936606899999994,right
55.3864926,left
55.804468899999996,up
56.186561999999995,left
56.653842899999994,up
57.10258459999999,left
57.569420799999996,up
57.970676,right
58.4029192,up
58.835582,right
59.26956969999999,left
59.6831193,up
60.116196099999996,right
60.5521334,left
60.9716856,up
61.4165677,left
61.85475509999999,right
62.3035876,up
62.7662727,right
63.186935899999995,left
63.604163799999995,up
64.0690137,left
64.5019671,right
64.9016889,left
65.348778,up
65.76786279999999,right
66.2031519,left
66.6362772,right
67.0318894,up
67.5007974,right
67.9488433,left
68.36830979999999,up
68.8513703,left
69.2834931,up
69.6843596,right
70.13393049999999,left
70.5684304,up
71.03349329999999,right
71.4341187,left
71.88436109999999,up
72.3320765,right
72.7503606,left
73.1334505,up
73.566768,left
74.0166692,right
74.4508298,up
74.9171154,left
75.34951389999999,right
75.7816596,up
76.217508,left
76.6659629,right
77.0838369,left
77.5497924,right
77.98066709999999,right
78.4328118,left
78.86657439999999,right
79.2984061,left
79.6986944,left
80.13289069999999,up
80.60157029999999,up
81.03287739999999,left
81.46421219999999,left
81.8677379,right
82.2631419,right
82.734318,up
83.18279369999999,left
84.54879659999999,right
84.96314939999999,left
86.2337721,left
86.6835327,right
87.9994316,up
88.4178692,right
89.73199389999999,left
90.11589359999999,up
90.5663355,right
91.0324265,left
91.4287949,up
91.8664754,up
92.29570009999999,right
92.7473989,left
93.197796,up
93.6149743,up
94.05103249999999,right
94.5169609,left
94.9782955,up
95.379177,up
95.82913049999999,right
96.28006219999999,left
96.7308382,up
97.5620252,left
97.9820433,right
98.3963876,up
99.24467779999999,left
99.71305319999999,right
100.1329751,up
101.0127754,up
101.44700979999999,right
101.8967625,left
102.8149346,up
103.23001479999999,left
103.6471263,right
104.5105985,left
104.96488839999999,right
105.37931019999999,up
106.24407339999999,left
106.66482699999999,right
107.0488041,up
107.9802028,left
108.380692,right
108.8456358,up
109.2634813,up
109.6615824,left
110.0791455,right
110.54751929999999,left
110.9966044,right
111.4280927,up
111.8286947,up
112.2952665,left
112.73098929999999,left
113.14577949999999,up
113.57631749999999,up
114.2511655,right
114.4431431,right
114.9301972,up
115.36286179999999,up
115.80915689999999,left
116.24544689999999,left
116.677916,up
117.12731369999999,up
117.56183949999999,right
117.9755522,right
118.42855829999999,left
118.844011,right
119.2771191,up
119.7094288,left
120.14315859999999,right
120.5791994,up
121.02660689999999,left
121.4448257,right
121.87845999999999,left
122.3107052,right
122.726547,left
123.12629980000001,right
123.5270301,up
123.993703,right
124.4279136,left
124.92497710000002,up
125.3432223,right
125.7595908,left
126.17805350000002,up
126.6766592,left
127.0936876,right
127.52812670000002,up
128.02792399999998,left
128.2438622,right
128.478576,left
128.8597081,up
129.2792448,right
129.7262729,left
130.09312989999998,up
130.5607928,right
131.00973639999998,left
131.4269922,right
131.6587471,up
131.8920523,left
132.1407956,right
132.4065954,up
132.7765786,left
133.2115395,right
133.6565468,up
134.05925969999998,left
134.4767219,right
134.9757424,up
135.19039039999998,left
135.4397769,up
135.6420384,left
135.9084323,right
136.22354479999998,up
136.6569072,left
137.05970059999999,right
137.5253567,up
137.9924759,right
138.443074,left
138.8583311,up
139.30858899999998,left
139.74268899999998,right
140.1588184,up
140.59219539999998,left
141.0074281,right
141.4578446,up
141.8936582,right
142.3080761,up
142.7404123,right
143.1745071,left
143.6059623,up
144.0583069,left
144.5076598,right
144.9576429,up
145.3577504,right
145.8054539,right
146.2091814,left
146.6062322,up
147.0730931,left
147.5421431,left
147.9591707,up
148.4069054,right
148.83857989999998,up
149.2877734,left
149.7068042,right
150.1416521,up
150.5880925,left
151.0068251,right
151.4247019,up
151.92292569999998,up
152.3392528,up
152.8079857,up
153.2579562,left
153.68905469999999,right
154.1393488,left
154.5569294,left
154.9734545,up
155.40678509999998,right
155.854195,right
156.258099,right
156.67216979999998,up
157.1066501,left
157.5380276,right
157.9906701,left
158.40956119999998,up
158.8373029,right
159.3074321,left
159.5382846,left
159.7552414,left
