0.006986700000000123,left
0.5943461999999999,left
1.0279911999999998,left
1.8730167,up
2.3286521000000002,up
2.7777584000000006,up
3.6233655999999987,right
4.058470899999999,right
4.474771,right
5.323081099999999,up
5.7567151,up
6.1934976,up
7.0902387,left
7.5400918,left
7.9401252,left
8.7750333,up
9.175528,up
9.642407899999998,up
10.4561794,right
10.924851199999999,right
11.3388444,right
12.172236100000003,up
12.628592399999999,up
13.076130799999998,up
14.026598099999998,left
14.9255557,right
15.872401100000001,left
16.8076046,right
17.475724600000003,left
18.3380056,right
19.239224500000002,left
20.157536099999998,right
20.988182300000002,left
21.837420599999998,right
22.7556058,left
23.6044887,right
24.555058499999998,left
24.9569067,left
25.339911400000002,left
26.172653999999998,right
26.639596100000002,right
27.0550624,right
27.891469400000002,up
28.8577718,left
29.6897696,right
30.586374600000003,up
31.4074694,left
32.286684900000004,right
33.18943960000001,up
34.0861518,left
34.86932230000001,up
35.319015900000004,up
35.770155100000004,up
36.6537499,right
37.088360200000004,right
37.5030895,right
38.30548770000001,up
38.768582800000004,up
39.222488500000004,up
40.155351700000004,left
40.585934900000005,left
41.002079200000004,left
41.901655600000005,up
42.736282700000004,right
43.636168700000006,left
44.5019386,up
45.305337400000006,right
46.1223657,left
47.035603,up
47.8535887,right
48.819360100000004,left
49.6671745,right
50.5885521,left
51.4509765,right
52.3880873,left
53.1710791,right
53.969914900000006,up
54.485344500000004,up
54.9376569,up
55.400936800000004,up
